preferred_study_level,phd_supervisor,supervisor_approval,intended_study_area,preferred_dest_1,preferred_dest_2,preferred_dest_3,study_plan,uni_contacted,application_process,current_status,work_experience,birth_year,passport,academic_backlogs,number_of_backlogs,budget,funding_source,parents_occupation,english_test_taken,english_test_name,english_test_score,family_abroad,other_consultants,lead_converted_flag
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1994,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Australia,USA,09-2023,No,No,Working professional,<1,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Strategic Design,UK,Australia,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Business & Economics,Australia,Australia,Australia,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Human Resource,Canada,Other,Other,01-2021,No,No,Working professional,7+,1985,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,Canada,Canada,Canada,01-2021,Yes,No,Working professional,1-3,1995,Yes,Yes,<5,Not provided,Parents asset,In-Service,Yes,IELTS,7.0,Yes,No,0
Vocational,No,No,Education,Canada,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Astrophysics,UK,Canada,Canada,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Statistics ,UK,Other,Other,09-2024,No,No,Student,0,2000,No,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Astronomy,USA,Australia,UK,01-2021,No,No,Student,0,2003,No,Yes,<5,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,Siksha .com,0
Postgraduate,No,No,Architecture & Built Environment Studies,Australia,New Zealand,Other,01-2022,No,No,Student,0,1996,No,Yes,<5,Not provided,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Education,Australia,Other,Other,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Nursing,Canada,Other,Other,01-2021,Yes,No,Student,0,2000,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Australia,Australia,01-2021,No,No,Student,0,1998,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Finance,Australia,UK,USA,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,10-20,Self funding,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2021,No,No,Student,0,2002,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Food,Canada,UK,Other,01-2022,No,No,Working professional,1-3,1991,Yes,No,0,10-20,Combined self /parent funding and bank loan,Not provided,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Interior Designing,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,03-2000,No,No,Student,0,1997,Yes,Yes,<5,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Canada,Canada,01-2021,No,No,Working professional,4-6,1990,Yes,No,0,<10,Other,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Canada,Canada,Canada,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,In-Service,Yes,IELTS,7.5,No,No,0
Vocational,No,No,Management,Canada,Other,Other,01-2021,Yes,Yes,Student,0,1997,Yes,No,0,10-20,Parents asset,Not provided,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Business Management,Australia,Other,Other,01-2021,No,No,Student,0,2000,No,Yes,<5,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Canada,Australia,UK,01-2021,No,No,Working professional,1-3,1998,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Psychology,UK,New Zealand,USA,01-2021,No,No,Working professional,<1,1997,Yes,No,0,<10,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,Canada,UK,Canada,01-2023,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business Management,UK,Other,Other,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,HR,Canada,UK,Other,01-2022,No,No,Working professional,1-3,1995,Yes,Yes,<5,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business Management,USA,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Other,No,No,Automotive Engineering,USA,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,New Zealand,Canada,Other,01-2021,No,No,Student,0,2000,Yes,Yes,<5,20-30,Parents asset,Not provided,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,MD,Ireland,USA,UK,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Combined self /parent funding and bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Biotech,Australia,Other,Other,01-2021,Yes,No,Student,0,2002,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Commerce,Australia,Other,Other,01-2021,No,No,Student,0,1995,No,No,0,10-20,Combined self /parent funding and bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Forestry,UK,Canada,Australia,01-2022,No,No,Student,0,1994,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business Management,Canada,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Data Science,UK,Other,Other,01-2021,Yes,No,Working professional,7+,1982,Yes,No,0,10-20,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,UK,Other,Other,01-2023,Yes,No,Student,0,2003,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,USA,Canada,01-2021,No,No,Student,0,2000,No,Yes,<5,>30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Bio technology ,UK,Other,Other,01-2021,No,No,Student,0,2000,No,Yes,>10,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Sciences,UK,UK,UK,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,USA,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Not provided,Yes,GRE,322.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,UK,USA,USA,01-2021,No,No,Working professional,7+,1989,Yes,No,0,Not provided,Bank loan,In-Service,Yes,Other,81.0,Yes,No,0
Undergraduate,No,No,Law/legal studies,USA,Other,Other,01-2021,No,No,Student,0,2005,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,USA,Canada,UK,01-2021,Yes,No,Student,0,2001,No,No,0,10-20,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Psychology,USA,UK,Australia,09-2023,No,No,Student,0,1996,Yes,No,0,Not provided,Other,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,Australia,UK,01-2021,Yes,No,Student,0,1998,Yes,Yes,6,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,"scool villv , apic, ucw",0
Postgraduate,No,No,Computer Science and Information Technology,New Zealand,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Business & Economics,Canada,Canada,Canada,06-2005,No,No,Student,0,2001,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,UK,UK,01-2021,Yes,No,Working professional,<1,1995,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,y Axis ,0
Postgraduate,No,No,Engineering,Canada,UK,Australia,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Psychology,UK,USA,Canada,01-2021,No,No,Student,0,2003,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,Not remember,0
Postgraduate,No,No,Engineering,UK,UK,UK,01-2021,Yes,Yes,Student,0,1994,Yes,No,0,<10,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Finance,UK,Other,Other,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Management,New Zealand,Ireland,Other,09-2023,No,No,Working professional,7+,1984,Yes,Yes,6,10-20,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,UK,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Political Science,Australia,Other,Other,01-2022,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,Other,Other,01-2021,Yes,No,Student,0,1998,Yes,Yes,<5,Not provided,Parents asset,Not provided,Yes,TOEFL,93.0,Yes,No,1
Postgraduate,No,No,Education,UK,Other,Other,01-2021,No,No,Working professional,1-3,1989,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Artificial intelligence,Canada,USA,Australia,01-2021,No,No,Student,0,2002,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Student,0,1997,Yes,No,0,10-20,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Nutrition,Ireland,Other,Other,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Ireland,Australia,Australia,01-2021,No,No,Student,0,1999,Yes,Yes,>10,20-30,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Biotechnology,Australia,Canada,UK,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Technical Course,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Hospitality,Canada,Australia,Australia,01-2021,No,No,Student,0,1998,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2023,No,No,Working professional,7+,1985,Yes,No,0,<10,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,UK,Canada,USA,01-2021,No,No,Student,0,1995,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Public health,Australia,USA,Canada,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business Management,USA,Canada,Australia,01-2021,No,No,Student,0,1993,No,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Data Analytics,UK,Other,Other,01-2021,Yes,No,Working professional,1-3,1994,Yes,No,0,<10,Sponsorship by relatives,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,>30,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Dental Surgery,USA,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Management,UK,Other,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,10-20,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Australia,Other,Other,01-2023,No,No,Student,0,2001,No,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business management,UK,Other,Other,01-2021,No,No,Student,0,2000,Yes,Yes,<5,20-30,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Admin,Canada,UK,Other,01-2022,No,No,Working professional,4-6,1989,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,New Zealand,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Australia,Canada,UK,01-2023,No,No,Student,0,2002,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Land & Environment,Australia,New Zealand,Ireland,01-2021,No,No,Student,0,1996,Yes,No,0,10-20,Other,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Construction Management,New Zealand,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Tourism,Australia,USA,Other,01-2021,No,No,Student,0,1995,No,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Management,Australia,Other,Other,01-2022,No,No,Student,0,1998,No,Yes,<5,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,10-20,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,1
Undergraduate,No,No,Nursing,Canada,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sciences,Canada,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sciences,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,2004,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business Mangement,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,<10,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Bio Informatics,Canada,Other,Other,01-2021,Yes,No,Student,0,1998,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Nursing,Canada,Other,Other,01-2021,No,No,Working professional,1-3,0,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Education,UK,USA,Other,01-2021,No,No,Working professional,7+,1987,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Pharmacy,USA,UK,Ireland,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Australia,Canada,01-2021,No,No,Student,0,1998,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,Global Counsellor,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Canada,Other,01-2023,No,No,Working professional,1-3,1996,Yes,Yes,<5,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Literature,UK,Ireland,Other,01-2021,No,No,Student,0,1996,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,Yes,No,Student,0,1996,Yes,No,0,Not provided,Self funding,In-Service,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Other,UK,Canada,Other,01-2021,No,No,Student,0,2000,Yes,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Law/legal studies,UK,Australia,Canada,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,UK,Canada,USA,01-2021,No,No,Working professional,1-3,2002,Yes,No,0,Not provided,Other,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Social Work,UK,Australia,Other,01-2021,No,No,Student,0,2000,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Sciences,UK,Australia,Canada,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,UK,Canada,New Zealand,01-2021,No,No,Working professional,7+,1988,Yes,No,0,>30,Self funding,Not provided,No,Not Taken,0.0,No,In touch with Europe study center and Indian overseas,0
Undergraduate,No,No,Optometry,UK,Canada,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,Yes,IELTS,5.5,No,No,0
Postgraduate,No,No,Media & Communications,UK,Australia,USA,01-2021,No,No,Student,0,1999,No,No,0,>30,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Hospital Management,UK,Australia,Ireland,01-2021,No,No,Working professional,<1,1997,Yes,No,0,<10,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Psychology,UK,Ireland,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Business & Economics,UK,USA,USA,01-2021,No,No,Working professional,1-3,1993,No,No,0,Not provided,Parents asset,Own business,Yes,GMAT,345.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Australia,Canada,01-2021,No,No,Student,0,1990,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Australia,Australia,Australia,01-2021,No,No,Student,0,2002,Yes,Yes,>10,<10,Parents asset,Own business,Yes,Other,62.0,Yes,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1993,Yes,Yes,<5,10-20,Parents asset,In-Service,Yes,IELTS,6.0,No,No,0
Postgraduate,No,No,Law/legal studies,Canada,Canada,Canada,01-2021,No,No,Student,0,1996,Yes,Yes,>10,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,In touch with Canam Consultants andAISS consultantS,0
Vocational,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2021,Yes,No,Student,0,1999,Yes,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Own business,Yes,IELTS,7.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,New Zealand,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
